client_id,client_type,loyalty_card,fuel_card,contract,fuel_type,tank_volume,avg_liters_per_visit,visits_per_month,avg_spend_per_visit,region
dbb3dbbf-2d57-4191-97d2-5b053286f965,Юридическое лицо,Нет,Да,Да,Дизель,138,98,7,6058,клх Когалым
9a20383e-4a6f-4412-8f6f-c4d2ab7f8528,Физическое лицо,Нет,Нет,Нет,Дизель,70,43,4,3380,клх Красноселькуп
3df05a1c-59ef-45ac-9d0a-579fdf4a85e0,Физическое лицо,Да,Нет,Нет,Бензин,55,33,7,2910,к. Борзя
38ccd6fe-fde6-4343-a5d4-6c6aecd66277,Физическое лицо,Да,Нет,Нет,Бензин,60,37,5,3741,ст. Краснодар
38a1750d-07c5-4495-9a1a-b73b05503036,Физическое лицо,Да,Нет,Нет,Дизель,47,42,4,3560,п. Алексин
a24f3d21-33ff-4ce8-a229-ce7f700dded3,Физическое лицо,Да,Нет,Нет,Бензин,62,22,9,2105,п. Старый Оскол
25c81966-f9fb-4ee6-872b-13ec05da812b,Физическое лицо,Да,Нет,Нет,Бензин,61,25,8,3714,клх Грозный
925b1f3e-3912-4cc6-976f-28282373ee86,Физическое лицо,Да,Нет,Нет,Бензин,46,42,2,3868,ст. Воронеж
cecc72f3-7108-4aeb-881a-91fb85a220c9,Физическое лицо,Да,Нет,Нет,Бензин,69,33,2,3335,клх Амурск
92d26ec3-86a8-48d0-bc1a-8ed67999ab96,Юридическое лицо,Нет,Нет,Да,Дизель,105,64,17,10867,г. Норильск
8080e7f9-02b6-4937-867f-171d3c82cad2,Юридическое лицо,Нет,Да,Да,Дизель,121,69,5,12494,к. Качканар
42f1fe3a-31bd-4f6c-a334-eb757b1852b1,Физическое лицо,Нет,Нет,Нет,Дизель,43,33,5,3818,г. Оренбург
6d5bed6c-2bb6-46ec-9d82-c62d58f42a36,Физическое лицо,Да,Нет,Нет,Бензин,70,38,8,1623,г. Приозерск
d72191a2-0e0a-48c0-88c5-96a7b2c073de,Физическое лицо,Нет,Нет,Нет,Бензин,52,49,7,1527,г. Анадырь
ad2bdc91-31a1-4d6c-880d-1c9b7a4efe46,Физическое лицо,Нет,Нет,Нет,Бензин,49,38,8,2895,с. Вологда
39b71f4f-c94b-4e56-9d26-6271fcfb9036,Физическое лицо,Нет,Нет,Нет,Бензин,51,46,9,2484,с. Балашиха
4d7e5267-020f-4cf3-980c-272f38ecab49,Физическое лицо,Нет,Нет,Нет,Бензин,49,36,6,3992,клх Агата
1b22cbed-6dd5-4e83-9d07-17214f9800d0,Физическое лицо,Нет,Нет,Нет,Бензин,64,50,8,3271,г. Нерчинск
75e8a324-cbac-46e0-8a3e-f50916cefe2c,Физическое лицо,Да,Нет,Нет,Дизель,60,24,4,2546,клх Находка
02ac7c15-4878-4180-b1f7-1b3d5e032074,Юридическое лицо,Нет,Да,Да,Газ,92,93,8,13043,клх Чегем
7275fe5e-941c-4984-b08c-eeba54046a3c,Физическое лицо,Да,Нет,Нет,Бензин,50,45,7,2532,г. Асино
e6f6f410-783c-4d08-a223-487014560257,Физическое лицо,Да,Нет,Нет,Дизель,55,26,9,3943,п. Белореченск
43fdcc48-7af9-4f58-ae96-7536cc9d235d,Юридическое лицо,Нет,Да,Да,Дизель,145,90,14,13398,с. Хасан
c7d4a751-e96f-4964-a33f-9138e1c4c53a,Физическое лицо,Да,Да,Нет,Бензин,42,21,7,2787,к. Солнечногорск
1f277e79-2863-4079-b89a-d5cae3e7e7c7,Юридическое лицо,Нет,Нет,Да,Дизель,138,119,10,6477,г. Нарым
453743c3-a53d-449a-bb98-d538c8d3284c,Юридическое лицо,Нет,Да,Да,Дизель,129,82,7,6908,клх Сосновый Бор
3eec4ca0-1653-4372-8f8a-63981a343b8f,Физическое лицо,Нет,Да,Нет,Дизель,53,45,5,3476,с. Переславль-Залесский
e8d6bd13-2625-4607-8323-2d8316eb0e22,Физическое лицо,Нет,Нет,Нет,Бензин,42,46,3,1594,д. Мыс Шмидта
04587f18-5044-4f95-ad45-f579e22f76b9,Юридическое лицо,Нет,Да,Да,Дизель,108,82,9,12205,к. Зеленогорск (Ленин.)
5c9c5d27-06bc-40ee-b87c-993477d76855,Физическое лицо,Да,Нет,Нет,Бензин,64,24,5,2674,клх Нарым
37cce276-e70a-419e-a165-4379275dba20,Юридическое лицо,Нет,Да,Да,Дизель,96,101,18,13761,г. Шелагонцы
c87fa605-6a0b-4aab-80d0-d315694bb257,Физическое лицо,Нет,Нет,Нет,Бензин,70,26,5,2477,д. Шаховская
e9d29d22-ec33-437f-8ea7-bd4ed532a8d6,Физическое лицо,Да,Нет,Нет,Дизель,50,49,4,3811,п. Карталы
916b2c94-3dd1-4f75-a9d2-17afc89fea2b,Физическое лицо,Нет,Нет,Нет,Дизель,50,34,3,2102,клх Калуга
53123c4a-152b-424d-99cb-be6219bcd0d3,Физическое лицо,Нет,Нет,Нет,Дизель,67,30,10,3139,ст. Ставрополь
6f0f4cdc-d8f0-46b8-a6a1-322b3533f8b6,Физическое лицо,Да,Нет,Нет,Дизель,42,32,2,2092,к. Новороссийка
bbd0bbba-347e-4225-85e7-5e1f954460e3,Физическое лицо,Да,Нет,Нет,Дизель,50,44,3,3309,к. Гремячинск (Бурят.)
aac682b7-70c5-4fad-843c-cf2248e5dfea,Юридическое лицо,Нет,Да,Да,Дизель,126,115,20,13920,к. Печенга
852af0ea-ecaf-4076-b945-1dfbe5ba9351,Юридическое лицо,Нет,Нет,Да,Дизель,118,92,14,6244,д. Соликамск
52a8d836-78c2-4014-a5c1-c88dc40b05e5,Физическое лицо,Да,Нет,Нет,Бензин,69,37,7,2978,ст. Одинцово
1c315ba7-2c50-4dbc-b979-f7164982f88a,Юридическое лицо,Нет,Нет,Да,Дизель,95,84,13,12306,ст. Златоуст
65966477-b544-4fb8-9fcb-64ba3b77be69,Физическое лицо,Да,Нет,Нет,Бензин,66,22,5,2856,д. Малгобек
2e365f3e-1f4f-49f5-970b-e9c9ae8b8972,Физическое лицо,Да,Нет,Нет,Бензин,68,24,4,3271,ст. Красноуральск
9ca75b35-924a-4a3d-a9a6-0b6722b91f21,Физическое лицо,Нет,Нет,Нет,Бензин,68,41,4,1638,к. Валаам
20fecba2-3f0e-490c-81ca-3a0d2d303b5d,Физическое лицо,Да,Нет,Нет,Дизель,51,42,5,2803,п. Партизанск
15599fe1-a6bf-42a5-a73d-e1626cb312c5,Физическое лицо,Да,Нет,Нет,Бензин,56,50,7,3646,с. Видное
9d23ff35-347c-4b78-be51-fd64f0ba9601,Юридическое лицо,Нет,Нет,Да,Дизель,145,66,14,9855,г. Юровск
e3760cea-d644-4f55-b236-a1c0833b45df,Физическое лицо,Да,Нет,Нет,Дизель,51,24,7,2635,с. Каневская
d35429f3-c741-433a-9ea7-0c1fb2825e31,Физическое лицо,Да,Нет,Нет,Бензин,45,41,6,2162,ст. Бийск
625e0f22-863b-41fa-8e34-e474464efda5,Физическое лицо,Да,Нет,Нет,Бензин,47,47,7,2096,г. Чокурдах
f0cdf74c-380c-4188-813f-e3a070d848fc,Физическое лицо,Да,Нет,Нет,Бензин,58,31,7,1741,с. Онега
270481cb-ddbf-4d9e-944a-a9ca9b88dffe,Физическое лицо,Нет,Нет,Нет,Бензин,56,48,7,3330,г. Александров
43e8f233-eb7d-4a5c-b332-1d356cc30508,Физическое лицо,Да,Да,Нет,Бензин,45,20,5,3434,г. Кяхта
b91b11c3-0526-4b16-95df-7f41e672d66a,Юридическое лицо,Нет,Да,Да,Газ,146,115,14,10611,ст. Александровск-Сахалинский
3ff5e423-26b6-4c95-adab-a18a37922a05,Физическое лицо,Да,Нет,Нет,Бензин,66,23,5,2995,клх Клин
1772b454-ceaa-469e-9116-db4a38ce05da,Физическое лицо,Да,Нет,Нет,Бензин,44,35,7,2498,г. Чокурдах
4205f65d-e4f8-47df-a04f-9e2d8ff76b63,Физическое лицо,Да,Да,Нет,Дизель,60,44,6,1797,п. Якутск
5819c1b4-ccf7-4d49-ba15-587f3b12d513,Физическое лицо,Да,Нет,Нет,Дизель,43,39,4,1951,п. Макушино
73a9c325-5e07-4ddf-9dda-dc11841378dc,Физическое лицо,Да,Нет,Нет,Бензин,42,46,3,3705,клх Красногорск (Моск.)
86d51067-2455-4596-8af0-7addfd7869ae,Физическое лицо,Да,Нет,Нет,Дизель,69,23,2,3902,к. Нязепетровск
efa5dfb2-fce6-4d26-a398-80655edf161e,Физическое лицо,Да,Нет,Нет,Бензин,44,37,8,2833,г. Самара
ef446cb1-32ee-42bd-ae34-fce9e67b2934,Юридическое лицо,Нет,Да,Да,Дизель,95,112,9,14712,п. Андреаполь
93fd38e8-1caa-4e35-99e1-a8d525023b66,Физическое лицо,Да,Нет,Нет,Дизель,64,46,5,3373,г. Верхний Баскунчак
8c5bc3ee-5273-4520-869d-ef171e99e191,Юридическое лицо,Нет,Да,Да,Газ,99,112,6,13208,г. Кимры
2e45df7a-7011-453f-80cd-c9bc01bbd5ae,Физическое лицо,Да,Да,Нет,Бензин,63,23,6,3594,с. Касимов
ccbe8ac8-c043-4903-8d99-8c0d409b27e3,Физическое лицо,Нет,Нет,Нет,Бензин,50,24,5,1905,г. Чермоз
5b43498d-12e3-4325-9d39-0e0a43d330ae,Физическое лицо,Нет,Нет,Нет,Дизель,69,31,3,3399,клх Валаам
31d61d35-5195-469c-8fa0-fb6787b666b3,Физическое лицо,Да,Да,Нет,Бензин,60,24,5,3476,к. Дудинка
99cb5892-055f-48e6-86d6-79acb4686287,Физическое лицо,Да,Нет,Нет,Бензин,54,23,4,3154,г. Адыгейск
16e882ba-de63-4b62-ba9f-c56838c68961,Физическое лицо,Да,Нет,Нет,Бензин,65,49,5,3140,г. Кинешма
a5314dea-696d-410f-9f67-2cf0d032f48f,Юридическое лицо,Нет,Да,Да,Дизель,129,112,15,7191,д. Салехард
cf3e8ba3-a1af-4d2c-a02a-5b631fc38422,Физическое лицо,Да,Нет,Нет,Бензин,52,37,7,1962,с. Сибай
915c5bd3-cdf9-4c7b-bf69-c0043d6425a6,Физическое лицо,Да,Да,Нет,Бензин,59,20,10,2567,с. Батайск
26034091-f371-4485-8a91-f8a61f821ed0,Физическое лицо,Да,Нет,Нет,Бензин,40,43,5,3533,п. Томск
720fd577-d12d-485a-882f-24237efdf856,Физическое лицо,Да,Да,Нет,Бензин,70,38,3,3549,д. Чермоз
ec7c8161-7f32-4982-81a1-c7b0153d443d,Физическое лицо,Да,Да,Нет,Бензин,44,25,3,1939,клх Сыктывкар
3d7cdc7f-52c0-4db7-a952-d5c364dd508b,Физическое лицо,Нет,Нет,Нет,Дизель,40,36,2,2367,с. Яхрома
b1cb12d7-3a7d-45d8-811c-596c42a3a642,Физическое лицо,Да,Нет,Нет,Дизель,62,41,8,3489,г. Жиганск
d24c2ee4-c2a6-4a0b-b002-a5c2ee021abe,Физическое лицо,Да,Нет,Нет,Бензин,60,38,3,3831,д. Москва
1a7fb155-be39-45c5-8029-a55bdbdbc0ae,Физическое лицо,Да,Нет,Нет,Бензин,68,50,6,3892,клх Рославль
b141a2c9-f56e-4e40-bd3a-6f51aaa454a1,Физическое лицо,Нет,Нет,Нет,Дизель,57,49,5,2589,п. Курган
1eb72393-ef50-414f-91f7-950e95982832,Юридическое лицо,Нет,Да,Да,Газ,113,110,10,14002,ст. Йошкар-Ола
3221fe90-1a32-4919-bed8-5265cb1c51bc,Физическое лицо,Нет,Нет,Нет,Дизель,57,32,6,1925,к. Тамбей
1ce53395-3528-42a5-85fa-17e35b968d5b,Физическое лицо,Нет,Да,Нет,Бензин,50,30,3,3682,г. Чита
8eb446ac-f3c0-47dd-ab5d-dc4438e2416a,Физическое лицо,Да,Нет,Нет,Дизель,49,26,8,2205,к. Крымск
7485157f-0244-46be-b213-feb68ba81d6b,Физическое лицо,Да,Нет,Нет,Бензин,65,35,4,3987,д. Змеиногорск
e28f9fdb-c805-4f34-8a05-2bcd1ab33aa6,Физическое лицо,Да,Нет,Нет,Бензин,49,43,6,3830,клх Тайшет
602e58b9-4608-41d7-bc78-b0343845a5d1,Физическое лицо,Нет,Нет,Нет,Дизель,61,27,2,1623,клх Забайкальск
787a5045-a1f4-4e1f-8add-b0aa5dff2828,Физическое лицо,Да,Нет,Нет,Дизель,44,38,4,3639,клх Чехов
3a70da91-0fab-4aab-ae77-5e59dfd14cb8,Физическое лицо,Нет,Нет,Нет,Бензин,47,23,9,3505,ст. Кущевская
3a13abd4-159b-4ec5-9cad-0e661749586c,Физическое лицо,Да,Нет,Нет,Бензин,52,46,4,3424,ст. Макаров
ea94833b-7e41-43d4-a106-ef34859904d8,Физическое лицо,Да,Нет,Нет,Дизель,53,40,4,3624,клх Когалым
da08c4bb-12ed-44f3-ab9d-c6729a092d63,Физическое лицо,Нет,Нет,Нет,Дизель,58,23,9,3459,ст. Усть-Баргузин
84b6406d-b1c8-4bef-a9f0-bf05c3567642,Юридическое лицо,Нет,Нет,Да,Бензин,102,78,7,8537,д. Арзамас
e184ab29-e051-4b2a-9b87-4a23291033d0,Физическое лицо,Нет,Нет,Нет,Бензин,50,37,9,3420,к. Кырен
cc86c0ac-059d-4cd9-9725-ee73ce3a25e4,Физическое лицо,Да,Нет,Нет,Дизель,63,48,2,3054,п. Курганинск
eed3eb5c-01cc-49d0-a735-4d64a364f4d2,Физическое лицо,Да,Нет,Нет,Бензин,64,47,7,3486,с. Алагир
11b2bc19-74b1-404e-9d29-b5b67b5ec4cc,Физическое лицо,Да,Нет,Нет,Бензин,67,45,6,2793,к. Серов
cfeaa3b3-a9d9-42d4-9d60-9e27e24d4ad7,Физическое лицо,Да,Да,Нет,Бензин,64,35,9,3645,д. Анапа
352a0a24-22a7-44cd-9d51-5a37bab57ebf,Физическое лицо,Нет,Да,Нет,Бензин,64,48,10,3900,ст. Таганрог
d7decc8c-39fd-440a-b1dd-fda88483dc40,Физическое лицо,Да,Нет,Нет,Дизель,47,30,9,3200,п. Котельнич
3f1f08df-6733-40a1-897e-bca1bc6787d6,Физическое лицо,Да,Нет,Нет,Дизель,59,23,10,3938,ст. Советский
1c808517-eeff-49b6-875d-de0d7f0797eb,Физическое лицо,Да,Нет,Нет,Бензин,58,46,3,2087,ст. Тихвин
215af8db-06fc-4525-9c02-6dbdf7cdb30f,Физическое лицо,Да,Нет,Нет,Бензин,63,23,10,1510,клх Яр-Сале
028d12ae-9201-4c6d-b2ef-268522c604fe,Юридическое лицо,Нет,Да,Да,Газ,124,81,10,14594,ст. Холмогоры
de87a6da-ddf2-4a4e-9096-a2b2367a9763,Физическое лицо,Да,Нет,Нет,Бензин,56,47,8,2898,к. Тюмень
2a6fc6d7-04bf-4962-9d49-6549b15e3ce3,Физическое лицо,Нет,Нет,Нет,Бензин,69,34,2,2470,г. Томари
78b2c1ac-c7a8-4b75-a656-d4386114a40b,Юридическое лицо,Нет,Да,Да,Газ,115,69,10,9162,ст. Азов (Рост.)
fb9040b8-f4df-4c2d-bfef-5fd713a2bca9,Физическое лицо,Да,Да,Нет,Бензин,61,45,3,3258,ст. Сосногорск
30e99911-0ea4-4eaa-b72f-f08c84f6df35,Физическое лицо,Да,Нет,Нет,Бензин,60,34,6,1683,к. Шатура
2dab791e-5cbd-4281-a2f8-ef0d09d3c7be,Физическое лицо,Нет,Нет,Нет,Бензин,64,46,6,2409,п. Малоярославец
af0d7c72-1f86-41a6-a6aa-ca945dad8c1f,Юридическое лицо,Нет,Да,Да,Дизель,145,84,14,7490,п. Муравленко
c7b5bfa9-e26b-4b8d-8685-75c2be43d91d,Юридическое лицо,Нет,Да,Да,Дизель,93,120,19,7492,ст. Туапсе
b40a85f7-d0cf-4f29-bdc2-ca20c9e5fa04,Физическое лицо,Нет,Нет,Нет,Бензин,66,27,8,3462,д. Игнашино
51aa8c9d-2677-4da4-a662-d26bfa7c19ba,Юридическое лицо,Нет,Да,Да,Дизель,112,75,8,13939,г. Устюжна
957ebe83-4814-4ff5-b316-143de9f8784b,Юридическое лицо,Нет,Да,Да,Газ,143,85,8,14911,д. Усть-Ишим
2d774158-9a29-4b34-9eb4-49fc9a4077b6,Физическое лицо,Да,Нет,Нет,Дизель,54,26,4,1856,д. Витим
4853d5f7-6e9d-4001-afd1-f693a3ddfbe5,Юридическое лицо,Нет,Нет,Да,Газ,118,100,17,14462,д. Муравленко
d1335a96-dd8e-41d1-891e-f119c633c4d2,Физическое лицо,Да,Нет,Нет,Бензин,54,48,10,1999,ст. Льгов
c428cfe8-3e15-4217-840f-a8cf1fa5ebc5,Физическое лицо,Да,Нет,Нет,Дизель,56,46,2,2837,ст. Верхнее Пенжино
ae1f788e-7e83-4987-88fc-ef8a31558613,Физическое лицо,Да,Нет,Нет,Дизель,66,25,2,2275,к. Урус-Мартан
9040c153-29ea-4608-9fc3-a83b5416ac4a,Физическое лицо,Нет,Нет,Нет,Дизель,49,28,10,3215,г. Нарым
f2fac849-ee8f-40bc-ad20-5fd9e832d541,Физическое лицо,Да,Нет,Нет,Бензин,62,26,3,3815,г. Новомичуринск
6aa5af3d-f562-467b-8a88-13eee90dfe71,Физическое лицо,Нет,Нет,Нет,Бензин,52,44,10,2084,ст. Черусти
9af563b8-ddd8-41a4-89de-3c08e53999a7,Физическое лицо,Да,Нет,Нет,Бензин,49,29,3,3572,клх Гаврилов-Ям
9fe1ebcf-8891-4c42-ba27-c374e3d6fe19,Юридическое лицо,Нет,Да,Да,Бензин,148,102,13,10559,к. Оленегорск (Якут.)
35ec765b-7e25-48a1-9fa1-4400961d1196,Физическое лицо,Да,Да,Нет,Дизель,59,39,2,3274,клх Набережные Челны
5274335a-d8eb-4e59-9989-3adeb5ab44c1,Юридическое лицо,Нет,Да,Да,Бензин,137,93,13,10917,п. Сусуман
198c3c3f-ecb0-42e4-acb1-17e715e4ae04,Юридическое лицо,Да,Да,Да,Дизель,130,66,12,8734,д. Сарапул
ea77b129-4720-4902-8110-f2bccf80b52f,Физическое лицо,Нет,Нет,Нет,Бензин,49,40,7,2564,г. Волоколамск
f525c343-f925-4ac8-ae94-045b35c9e090,Физическое лицо,Нет,Нет,Нет,Бензин,43,37,7,2089,к. Хасавюрт
fea0d8b7-f1a6-47db-becd-2ce2dc829fdf,Физическое лицо,Нет,Нет,Нет,Дизель,59,21,6,2670,к. Саров (Морд.)
932e7a75-11d6-4a6b-b8d1-532f08b078dc,Физическое лицо,Да,Нет,Нет,Дизель,56,41,7,1651,п. Шумиха
b6479ded-15c5-4f3e-b4c2-1115c370d822,Физическое лицо,Нет,Нет,Нет,Бензин,48,31,2,2605,ст. Вендинга
1a242f16-671d-40c3-845a-842c65fb3c12,Физическое лицо,Да,Нет,Нет,Бензин,58,28,3,2032,д. Славгород
65403355-de9a-45f3-87b0-acf9fac3132b,Юридическое лицо,Нет,Да,Да,Дизель,94,66,6,11700,п. Белогорск (Амур.)
60a435a5-0db6-46fe-96bc-d15f6559a35b,Физическое лицо,Да,Нет,Нет,Бензин,41,28,6,1559,к. Ишим
cd506ea2-7005-4198-8252-bfd31a3c1671,Физическое лицо,Нет,Нет,Нет,Бензин,48,38,2,2353,д. Нижнекамск
bd6e8a09-dc31-468f-87a5-fc649228a7e4,Юридическое лицо,Нет,Да,Да,Дизель,128,90,15,13685,г. Кызыл
a4a05de1-7b09-4c49-8faa-5724c7454f65,Юридическое лицо,Нет,Да,Да,Газ,95,97,19,13492,ст. Ржев
8248997e-3ad4-4328-9b1a-50e39ec10b64,Юридическое лицо,Нет,Да,Да,Дизель,97,75,11,13932,п. Хабаровск
52b55309-8f0b-42ac-9848-341f5486031a,Юридическое лицо,Нет,Да,Да,Газ,116,99,8,7558,п. Приморско-Ахтарск
a458567f-9090-4fda-8434-d9d8c47c2e7e,Физическое лицо,Да,Нет,Нет,Бензин,53,20,7,2485,г. Североморск
9a998653-f629-43e3-920a-b19d65050b64,Юридическое лицо,Нет,Да,Да,Бензин,150,61,15,13695,г. Тутаев
2d9ba496-d4e8-49c8-be43-4ddbb8312040,Физическое лицо,Нет,Нет,Нет,Дизель,40,39,6,1760,п. Щельяюр
dd8a02b4-2981-42f2-b790-a21864c20917,Юридическое лицо,Нет,Да,Да,Бензин,86,90,7,7274,п. Орехово-Зуево
61e1a6ec-2146-4e8c-8b8d-7867b1e22ea3,Юридическое лицо,Нет,Да,Да,Бензин,111,78,7,10730,с. Черняховск
9d8e8d94-bb4d-44e5-998c-caa81d013c4f,Физическое лицо,Нет,Нет,Нет,Дизель,67,32,7,1790,д. Березники
8beb86f3-79ca-44a8-9bad-b003af290bcc,Физическое лицо,Да,Нет,Нет,Дизель,51,44,5,3242,с. Ростов-на-Дону
3085fde8-e5f6-42d8-aeab-f086e79eeb49,Физическое лицо,Да,Нет,Нет,Бензин,50,41,4,3644,п. Махачкала
6851f048-2191-4245-af2d-75d5458345f7,Физическое лицо,Нет,Да,Нет,Дизель,49,35,4,2001,д. Стерлитамак
b23e1f52-b233-434f-bfdc-8a50f395ed24,Физическое лицо,Да,Нет,Нет,Бензин,52,26,5,3018,п. Двинской
7db317db-ee67-49fc-8f12-9bacfc40013e,Физическое лицо,Да,Нет,Нет,Бензин,60,49,2,2343,п. Каменск-Шахтинский
3c3af40d-6cc4-453b-b1de-ef9321d5ee06,Физическое лицо,Да,Нет,Нет,Дизель,41,29,4,3615,п. Курганинск
0b98a8f5-a55f-4ab9-a2d5-c2f342ba2c5d,Физическое лицо,Да,Нет,Нет,Бензин,58,39,8,2147,ст. Уссурийск
f1963d5c-b414-431c-ae36-7fcbb524e912,Юридическое лицо,Нет,Да,Да,Бензин,106,119,18,14338,д. Невельск
54540bc1-bdfc-4f00-b2a7-5022c5ef02b6,Физическое лицо,Да,Нет,Нет,Бензин,70,48,10,3815,с. Рыльск
a4ed389d-9e80-496f-87ac-5c4a3430f3a7,Физическое лицо,Да,Да,Нет,Бензин,67,47,8,3564,п. Аша
e29b06c3-40e9-4c07-8d60-e91bf77d3e2b,Физическое лицо,Да,Нет,Нет,Бензин,45,49,2,2799,п. Шенкурск
29e1f0f8-a577-4752-9b83-7581ba33b34d,Физическое лицо,Да,Нет,Нет,Дизель,70,27,4,3229,г. Арзамас
130850a2-85aa-48fc-8a3e-611102ee832f,Физическое лицо,Нет,Нет,Нет,Дизель,64,28,6,3648,п. Калач-на-Дону
49dae391-d369-4a29-b1c6-3961722db520,Физическое лицо,Да,Нет,Нет,Бензин,60,41,10,3102,п. Буйнакск
a1791a77-3db3-4523-bd2c-4a9fa0fb584b,Физическое лицо,Да,Нет,Нет,Бензин,52,37,8,2190,к. Териберка
605d35c0-93eb-4c29-ad5b-998227bc2fc5,Физическое лицо,Нет,Нет,Нет,Бензин,63,48,6,2813,п. Мценск
4f9c3a2a-d686-4437-a464-e9f9f5669874,Физическое лицо,Да,Нет,Нет,Бензин,51,35,10,3096,клх Сладково
aad5ebc3-c910-40fa-b31d-936b6fa47619,Физическое лицо,Да,Нет,Нет,Бензин,55,37,9,2000,г. Верхоянск
777e48c1-5983-408d-8e0c-f523e219f691,Физическое лицо,Да,Нет,Нет,Бензин,65,43,10,2691,д. Истра
89aa84d9-87ac-40a7-bc73-8a510c8f63d7,Физическое лицо,Нет,Нет,Нет,Дизель,57,49,3,1581,г. Печенга
9b2df457-cebe-4513-9c35-1383ec0ee0eb,Юридическое лицо,Нет,Да,Да,Бензин,150,102,16,8304,клх Салават
fdf2fa01-7cd7-4f47-b2b1-cb1182d2c3b0,Физическое лицо,Да,Нет,Нет,Дизель,62,27,9,2030,п. Ессентуки
32ff8e52-5a5a-4136-b6a2-26690ba4b392,Юридическое лицо,Нет,Да,Да,Дизель,115,113,12,13552,к. Ряжск
4dcb40b4-1e48-460b-b6df-ffb1239727a4,Физическое лицо,Да,Нет,Нет,Бензин,48,48,2,3516,к. Улан-Удэ
70cd739e-34fc-4695-bf96-2c9035a49d7e,Физическое лицо,Да,Нет,Нет,Бензин,70,50,2,2680,к. Новомосковск
9a7a4280-7042-44d1-82aa-c1515fbf8c48,Физическое лицо,Да,Нет,Нет,Бензин,44,41,4,2455,к. Пушкин
6fa0af8f-e79c-443d-a285-75da387731dd,Физическое лицо,Нет,Нет,Нет,Бензин,52,35,9,2919,с. Мытищи
a0acd8ec-83cb-4711-b73f-8890b7cfbfbc,Физическое лицо,Да,Нет,Нет,Бензин,58,28,8,3822,г. Певек
1b75b7b8-e408-4148-ad79-1f2edbce7bba,Физическое лицо,Да,Нет,Нет,Бензин,49,20,2,2487,ст. Усмань
57b43f20-2c9c-4032-bc93-4d6957be1b3a,Физическое лицо,Нет,Нет,Нет,Бензин,55,36,6,3864,с. Славгород
715b899b-1531-48f3-9ece-ea77dd9d3202,Физическое лицо,Да,Нет,Нет,Бензин,62,41,6,3825,п. Пушкино (Моск.)
6059d5a4-e8b2-46af-aa3d-5280b45ebd08,Физическое лицо,Да,Нет,Нет,Дизель,55,25,7,1793,ст. Соликамск
ac68aba9-a5af-4d4f-bb36-48084a7c3b03,Физическое лицо,Нет,Нет,Нет,Дизель,68,32,8,3217,клх Каневская
c72714db-91be-49ab-9377-5a07bed04291,Физическое лицо,Да,Нет,Нет,Бензин,50,35,2,3311,клх Шерегеш
b8575028-d774-441d-b2c3-a54463995e3f,Физическое лицо,Да,Нет,Нет,Бензин,40,30,3,1824,г. Красноярск
e374cad0-b89d-4687-b3af-1f48764771a5,Юридическое лицо,Нет,Да,Да,Дизель,118,120,19,13194,клх Алагир
0ec331c7-fb2a-435b-9c3e-f2235d49d195,Физическое лицо,Да,Нет,Нет,Дизель,42,20,10,2788,клх Королев
94aeb9dc-0a6d-4db7-9666-505fac9fb4d3,Физическое лицо,Нет,Да,Нет,Бензин,40,26,4,2286,ст. Ногинск (Моск.)
a1c2e4c1-a602-4520-b9ce-5b8470ac7444,Физическое лицо,Да,Нет,Нет,Бензин,44,32,5,1999,д. Жигулевск
74c1b4cc-4813-44fa-8e49-4cc2865381e9,Физическое лицо,Да,Нет,Нет,Бензин,63,39,3,3306,клх Кропоткин (Краснод.)
0f613257-702e-4e0d-8060-07cefb23c375,Физическое лицо,Да,Нет,Нет,Бензин,67,27,7,3999,п. Лысьва
8d79ce4f-0cd6-46f4-a310-3b7ab03f127b,Физическое лицо,Да,Да,Нет,Бензин,42,23,5,3053,п. Снежинск
741cea1a-fddd-4914-95c3-1502b9ce6293,Юридическое лицо,Нет,Да,Да,Дизель,150,83,6,11167,ст. Сортавала
4966be44-2523-4dd3-9ccf-2279d477f215,Физическое лицо,Нет,Нет,Нет,Дизель,61,32,2,2401,клх Калевала
df2fae09-8208-4a56-b9a4-3775e338250d,Физическое лицо,Да,Нет,Нет,Дизель,56,48,5,1753,г. Тарко-Сале
00918747-0dd2-4d37-a012-699f0b8bb661,Физическое лицо,Нет,Да,Нет,Бензин,47,43,6,3313,с. Руза
405accfd-2764-4a2e-ad5a-c701404ec99a,Физическое лицо,Да,Да,Нет,Дизель,41,38,2,3769,г. Комсомольск-на-Амуре
0bd65a12-8887-423a-8c2d-8c4dd3998106,Физическое лицо,Да,Нет,Нет,Бензин,44,20,8,1946,клх Кингисепп
1b6a18f4-3519-4d09-9ce7-809011991498,Физическое лицо,Нет,Да,Нет,Бензин,62,49,9,3736,ст. Сорочинск
0badedbc-fabb-4b78-b8a9-c9fda1fd4520,Физическое лицо,Да,Нет,Нет,Бензин,66,28,8,2044,д. Диксон
2fe6d83c-d0bf-4a9b-87ed-9cbebe15b1e1,Физическое лицо,Нет,Нет,Нет,Дизель,40,38,10,1794,ст. Губкинский
7b7a7fa7-7859-44b3-930f-b63808c9c315,Физическое лицо,Да,Нет,Нет,Бензин,45,33,2,1786,г. Яшалта
e8db13b9-6315-41ed-88b1-873b5efe7ebf,Физическое лицо,Да,Да,Нет,Бензин,69,35,4,2476,д. Усть-Калманка
