client_id,client_type,loyalty_card,fuel_card,contract,fuel_type,tank_volume,avg_liters_per_visit,visits_per_month,avg_spend_per_visit,region,portrait_name
449831af-40b0-4137-a523-6e75fa2042bd,Физическое лицо,Да,Нет,Нет,Дизель,65,29,8,3531,д. Вуктыл,Постоянный клиент
470d0aad-049b-4214-80e0-68fa665bf589,Физическое лицо,Да,Нет,Нет,Бензин,67,30,9,1610,с. Иркутск,Постоянный клиент
3a1bee5e-ba81-4e26-adfc-a51e5d5bce16,Физическое лицо,Да,Нет,Нет,Бензин,70,41,5,2194,к. Белгород,Постоянный клиент
564fc70e-5acc-42b2-b12b-db44c5542b7d,Физическое лицо,Да,Да,Нет,Бензин,64,36,3,2262,ст. Южно-Сахалинск,Экономный водитель
ce9feb70-db16-4229-8444-0c48581f3a7b,Юридическое лицо,Нет,Да,Да,Газ,126,88,12,12322,к. Суздаль,Грузоперевозчик
f7a4ce6c-098a-420c-a4f6-d6e3dc5848b6,Физическое лицо,Да,Нет,Нет,Бензин,63,45,3,2967,г. Александров,Эко-клиент
44f375ba-6e16-45a7-9f5f-efd8a029183d,Физическое лицо,Нет,Нет,Нет,Бензин,43,24,7,3363,п. Северобайкальск,Постоянный клиент
daf9c484-3127-4835-be2b-2e31337adf42,Юридическое лицо,Нет,Да,Да,Бензин,101,102,19,10794,ст. Рыбинск,Грузоперевозчик
f972d065-09c8-4a04-b77e-6dc97691b797,Физическое лицо,Да,Нет,Нет,Дизель,46,41,5,2863,ст. Урюпинск,Постоянный клиент
2daa174a-db01-4635-afbe-c30d6f82fee1,Физическое лицо,Нет,Нет,Нет,Бензин,59,33,7,2926,с. Черусти,Постоянный клиент
006de338-7056-4b96-9ac6-98e292707a24,Юридическое лицо,Нет,Да,Да,Дизель,110,67,7,5875,г. Сосьва (Хант.),Корпоративный автопарк
1a84cce6-2ef5-4aa6-9b63-0699447d4f5a,Физическое лицо,Да,Да,Нет,Бензин,67,25,9,1825,г. Усть-Кулом,Редкий клиент
11f16aae-704b-41fe-97ae-ab0b23af8058,Физическое лицо,Нет,Нет,Нет,Бензин,69,45,9,3497,ст. Нефтекамск,Постоянный клиент
eb2e9863-1ed6-46df-b4de-3914c4b40fcc,Физическое лицо,Да,Нет,Нет,Дизель,56,48,5,1683,с. Красная Поляна,Эко-клиент
94f63d19-cf24-4ae7-94cf-1d1783aa6c31,Физическое лицо,Да,Нет,Нет,Бензин,55,28,9,1816,к. Нижнеудинск,Редкий клиент
90228bf1-86ea-4ee0-95f5-239cc3f55dc3,Физическое лицо,Да,Нет,Нет,Бензин,63,27,4,1840,п. Владивосток,Экономный водитель
ea86cbf7-c7b4-4e1f-99cb-371d8aba0809,Физическое лицо,Да,Нет,Нет,Бензин,57,45,8,2521,ст. Шелагонцы,Постоянный клиент
45af2c91-a95f-46b3-9ddd-88c3686b8410,Физическое лицо,Да,Нет,Нет,Бензин,43,40,7,3625,с. Нижний Тагил,Постоянный клиент
a0f03358-36ff-4b1c-a25c-8af46862bd08,Физическое лицо,Да,Нет,Нет,Бензин,68,44,8,1729,клх Майкоп,Постоянный клиент
5b3892f9-9b20-4ebf-8f29-dfc36a865d30,Физическое лицо,Да,Нет,Нет,Дизель,48,26,4,2219,к. Киренск,Экономный водитель
d7c95fb6-355f-4d9a-983e-7febc8328672,Физическое лицо,Да,Нет,Нет,Бензин,56,49,10,1913,к. Шадринск,Постоянный клиент
67d8ee75-d9e4-4901-bbca-0bd5c028c3db,Физическое лицо,Да,Нет,Нет,Дизель,68,48,3,3546,с. Кетченеры,Эко-клиент
dee4f2b1-f26d-4604-bf0c-39bdb078e1c1,Физическое лицо,Нет,Нет,Нет,Бензин,68,42,5,1961,п. Кинешма,Эко-клиент
dbb3dbbf-2d57-4191-97d2-5b053286f965,Юридическое лицо,Нет,Да,Да,Дизель,138,98,7,6058,клх Когалым,Служебный транспорт
9a20383e-4a6f-4412-8f6f-c4d2ab7f8528,Физическое лицо,Нет,Нет,Нет,Дизель,70,43,4,3380,клх Красноселькуп,Постоянный клиент
3df05a1c-59ef-45ac-9d0a-579fdf4a85e0,Физическое лицо,Да,Нет,Нет,Бензин,55,33,7,2910,к. Борзя,Постоянный клиент
38ccd6fe-fde6-4343-a5d4-6c6aecd66277,Физическое лицо,Да,Нет,Нет,Бензин,60,37,5,3741,ст. Краснодар,Постоянный клиент
38a1750d-07c5-4495-9a1a-b73b05503036,Физическое лицо,Да,Нет,Нет,Дизель,47,42,4,3560,п. Алексин,Постоянный клиент
a24f3d21-33ff-4ce8-a229-ce7f700dded3,Физическое лицо,Да,Нет,Нет,Бензин,62,22,9,2105,п. Старый Оскол,Постоянный клиент
25c81966-f9fb-4ee6-872b-13ec05da812b,Физическое лицо,Да,Нет,Нет,Бензин,61,25,8,3714,клх Грозный,Постоянный клиент
925b1f3e-3912-4cc6-976f-28282373ee86,Физическое лицо,Да,Нет,Нет,Бензин,46,42,2,3868,ст. Воронеж,Эко-клиент
cecc72f3-7108-4aeb-881a-91fb85a220c9,Физическое лицо,Да,Нет,Нет,Бензин,69,33,2,3335,клх Амурск,Эко-клиент
92d26ec3-86a8-48d0-bc1a-8ed67999ab96,Юридическое лицо,Нет,Нет,Да,Дизель,105,64,17,10867,г. Норильск,Постоянный корпоративный клиент
8080e7f9-02b6-4937-867f-171d3c82cad2,Юридическое лицо,Нет,Да,Да,Дизель,121,69,5,12494,к. Качканар,Премиум-клиент
42f1fe3a-31bd-4f6c-a334-eb757b1852b1,Физическое лицо,Нет,Нет,Нет,Дизель,43,33,5,3818,г. Оренбург,Постоянный клиент
6d5bed6c-2bb6-46ec-9d82-c62d58f42a36,Физическое лицо,Да,Нет,Нет,Бензин,70,38,8,1623,г. Приозерск,Постоянный клиент
d72191a2-0e0a-48c0-88c5-96a7b2c073de,Физическое лицо,Нет,Нет,Нет,Бензин,52,49,7,1527,г. Анадырь,Постоянный клиент
ad2bdc91-31a1-4d6c-880d-1c9b7a4efe46,Физическое лицо,Нет,Нет,Нет,Бензин,49,38,8,2895,с. Вологда,Постоянный клиент
39b71f4f-c94b-4e56-9d26-6271fcfb9036,Физическое лицо,Нет,Нет,Нет,Бензин,51,46,9,2484,с. Балашиха,Постоянный клиент
4d7e5267-020f-4cf3-980c-272f38ecab49,Физическое лицо,Нет,Нет,Нет,Бензин,49,36,6,3992,клх Агата,Постоянный клиент
1b22cbed-6dd5-4e83-9d07-17214f9800d0,Физическое лицо,Нет,Нет,Нет,Бензин,64,50,8,3271,г. Нерчинск,Постоянный клиент
75e8a324-cbac-46e0-8a3e-f50916cefe2c,Физическое лицо,Да,Нет,Нет,Дизель,60,24,4,2546,клх Находка,Экономный водитель
02ac7c15-4878-4180-b1f7-1b3d5e032074,Юридическое лицо,Нет,Да,Да,Газ,92,93,8,13043,клх Чегем,Грузоперевозчик
7275fe5e-941c-4984-b08c-eeba54046a3c,Физическое лицо,Да,Нет,Нет,Бензин,50,45,7,2532,г. Асино,Постоянный клиент
e6f6f410-783c-4d08-a223-487014560257,Физическое лицо,Да,Нет,Нет,Дизель,55,26,9,3943,п. Белореченск,Постоянный клиент
43fdcc48-7af9-4f58-ae96-7536cc9d235d,Юридическое лицо,Нет,Да,Да,Дизель,145,90,14,13398,с. Хасан,Грузоперевозчик
c7d4a751-e96f-4964-a33f-9138e1c4c53a,Физическое лицо,Да,Да,Нет,Бензин,42,21,7,2787,к. Солнечногорск,Постоянный клиент
1f277e79-2863-4079-b89a-d5cae3e7e7c7,Юридическое лицо,Нет,Нет,Да,Дизель,138,119,10,6477,г. Нарым,Грузоперевозчик
453743c3-a53d-449a-bb98-d538c8d3284c,Юридическое лицо,Нет,Да,Да,Дизель,129,82,7,6908,клх Сосновый Бор,Служебный транспорт
3eec4ca0-1653-4372-8f8a-63981a343b8f,Физическое лицо,Нет,Да,Нет,Дизель,53,45,5,3476,с. Переславль-Залесский,Постоянный клиент
e8d6bd13-2625-4607-8323-2d8316eb0e22,Физическое лицо,Нет,Нет,Нет,Бензин,42,46,3,1594,д. Мыс Шмидта,Эко-клиент
04587f18-5044-4f95-ad45-f579e22f76b9,Юридическое лицо,Нет,Да,Да,Дизель,108,82,9,12205,к. Зеленогорск (Ленин.),Грузоперевозчик
5c9c5d27-06bc-40ee-b87c-993477d76855,Физическое лицо,Да,Нет,Нет,Бензин,64,24,5,2674,клх Нарым,Эко-клиент
37cce276-e70a-419e-a165-4379275dba20,Юридическое лицо,Нет,Да,Да,Дизель,96,101,18,13761,г. Шелагонцы,Грузоперевозчик
c87fa605-6a0b-4aab-80d0-d315694bb257,Физическое лицо,Нет,Нет,Нет,Бензин,70,26,5,2477,д. Шаховская,Эко-клиент
e9d29d22-ec33-437f-8ea7-bd4ed532a8d6,Физическое лицо,Да,Нет,Нет,Дизель,50,49,4,3811,п. Карталы,Постоянный клиент
916b2c94-3dd1-4f75-a9d2-17afc89fea2b,Физическое лицо,Нет,Нет,Нет,Дизель,50,34,3,2102,клх Калуга,Экономный водитель
53123c4a-152b-424d-99cb-be6219bcd0d3,Физическое лицо,Нет,Нет,Нет,Дизель,67,30,10,3139,ст. Ставрополь,Постоянный клиент
6f0f4cdc-d8f0-46b8-a6a1-322b3533f8b6,Физическое лицо,Да,Нет,Нет,Дизель,42,32,2,2092,к. Новороссийка,Редкий клиент
bbd0bbba-347e-4225-85e7-5e1f954460e3,Физическое лицо,Да,Нет,Нет,Дизель,50,44,3,3309,к. Гремячинск (Бурят.),Эко-клиент
aac682b7-70c5-4fad-843c-cf2248e5dfea,Юридическое лицо,Нет,Да,Да,Дизель,126,115,20,13920,к. Печенга,Грузоперевозчик
852af0ea-ecaf-4076-b945-1dfbe5ba9351,Юридическое лицо,Нет,Нет,Да,Дизель,118,92,14,6244,д. Соликамск,Грузоперевозчик
52a8d836-78c2-4014-a5c1-c88dc40b05e5,Физическое лицо,Да,Нет,Нет,Бензин,69,37,7,2978,ст. Одинцово,Постоянный клиент
1c315ba7-2c50-4dbc-b979-f7164982f88a,Юридическое лицо,Нет,Нет,Да,Дизель,95,84,13,12306,ст. Златоуст,Грузоперевозчик
65966477-b544-4fb8-9fcb-64ba3b77be69,Физическое лицо,Да,Нет,Нет,Бензин,66,22,5,2856,д. Малгобек,Эко-клиент
2e365f3e-1f4f-49f5-970b-e9c9ae8b8972,Физическое лицо,Да,Нет,Нет,Бензин,68,24,4,3271,ст. Красноуральск,Эко-клиент
9ca75b35-924a-4a3d-a9a6-0b6722b91f21,Физическое лицо,Нет,Нет,Нет,Бензин,68,41,4,1638,к. Валаам,Эко-клиент
20fecba2-3f0e-490c-81ca-3a0d2d303b5d,Физическое лицо,Да,Нет,Нет,Дизель,51,42,5,2803,п. Партизанск,Постоянный клиент
15599fe1-a6bf-42a5-a73d-e1626cb312c5,Физическое лицо,Да,Нет,Нет,Бензин,56,50,7,3646,с. Видное,Постоянный клиент
9d23ff35-347c-4b78-be51-fd64f0ba9601,Юридическое лицо,Нет,Нет,Да,Дизель,145,66,14,9855,г. Юровск,Постоянный корпоративный клиент
e3760cea-d644-4f55-b236-a1c0833b45df,Физическое лицо,Да,Нет,Нет,Дизель,51,24,7,2635,с. Каневская,Постоянный клиент
d35429f3-c741-433a-9ea7-0c1fb2825e31,Физическое лицо,Да,Нет,Нет,Бензин,45,41,6,2162,ст. Бийск,Постоянный клиент
625e0f22-863b-41fa-8e34-e474464efda5,Физическое лицо,Да,Нет,Нет,Бензин,47,47,7,2096,г. Чокурдах,Постоянный клиент
f0cdf74c-380c-4188-813f-e3a070d848fc,Физическое лицо,Да,Нет,Нет,Бензин,58,31,7,1741,с. Онега,Постоянный клиент
270481cb-ddbf-4d9e-944a-a9ca9b88dffe,Физическое лицо,Нет,Нет,Нет,Бензин,56,48,7,3330,г. Александров,Постоянный клиент
43e8f233-eb7d-4a5c-b332-1d356cc30508,Физическое лицо,Да,Да,Нет,Бензин,45,20,5,3434,г. Кяхта,Эко-клиент
b91b11c3-0526-4b16-95df-7f41e672d66a,Юридическое лицо,Нет,Да,Да,Газ,146,115,14,10611,ст. Александровск-Сахалинский,Грузоперевозчик
3ff5e423-26b6-4c95-adab-a18a37922a05,Физическое лицо,Да,Нет,Нет,Бензин,66,23,5,2995,клх Клин,Эко-клиент
1772b454-ceaa-469e-9116-db4a38ce05da,Физическое лицо,Да,Нет,Нет,Бензин,44,35,7,2498,г. Чокурдах,Постоянный клиент
4205f65d-e4f8-47df-a04f-9e2d8ff76b63,Физическое лицо,Да,Да,Нет,Дизель,60,44,6,1797,п. Якутск,Эко-клиент
5819c1b4-ccf7-4d49-ba15-587f3b12d513,Физическое лицо,Да,Нет,Нет,Дизель,43,39,4,1951,п. Макушино,Экономный водитель
73a9c325-5e07-4ddf-9dda-dc11841378dc,Физическое лицо,Да,Нет,Нет,Бензин,42,46,3,3705,клх Красногорск (Моск.),Эко-клиент
86d51067-2455-4596-8af0-7addfd7869ae,Физическое лицо,Да,Нет,Нет,Дизель,69,23,2,3902,к. Нязепетровск,Эко-клиент
efa5dfb2-fce6-4d26-a398-80655edf161e,Физическое лицо,Да,Нет,Нет,Бензин,44,37,8,2833,г. Самара,Постоянный клиент
ef446cb1-32ee-42bd-ae34-fce9e67b2934,Юридическое лицо,Нет,Да,Да,Дизель,95,112,9,14712,п. Андреаполь,Грузоперевозчик
93fd38e8-1caa-4e35-99e1-a8d525023b66,Физическое лицо,Да,Нет,Нет,Дизель,64,46,5,3373,г. Верхний Баскунчак,Постоянный клиент
8c5bc3ee-5273-4520-869d-ef171e99e191,Юридическое лицо,Нет,Да,Да,Газ,99,112,6,13208,г. Кимры,Грузоперевозчик
2e45df7a-7011-453f-80cd-c9bc01bbd5ae,Физическое лицо,Да,Да,Нет,Бензин,63,23,6,3594,с. Касимов,Эко-клиент
ccbe8ac8-c043-4903-8d99-8c0d409b27e3,Физическое лицо,Нет,Нет,Нет,Бензин,50,24,5,1905,г. Чермоз,Эко-клиент
5b43498d-12e3-4325-9d39-0e0a43d330ae,Физическое лицо,Нет,Нет,Нет,Дизель,69,31,3,3399,клх Валаам,Эко-клиент
31d61d35-5195-469c-8fa0-fb6787b666b3,Физическое лицо,Да,Да,Нет,Бензин,60,24,5,3476,к. Дудинка,Эко-клиент
99cb5892-055f-48e6-86d6-79acb4686287,Физическое лицо,Да,Нет,Нет,Бензин,54,23,4,3154,г. Адыгейск,Эко-клиент
16e882ba-de63-4b62-ba9f-c56838c68961,Физическое лицо,Да,Нет,Нет,Бензин,65,49,5,3140,г. Кинешма,Постоянный клиент
a5314dea-696d-410f-9f67-2cf0d032f48f,Юридическое лицо,Нет,Да,Да,Дизель,129,112,15,7191,д. Салехард,Постоянный корпоративный клиент
cf3e8ba3-a1af-4d2c-a02a-5b631fc38422,Физическое лицо,Да,Нет,Нет,Бензин,52,37,7,1962,с. Сибай,Постоянный клиент
915c5bd3-cdf9-4c7b-bf69-c0043d6425a6,Физическое лицо,Да,Да,Нет,Бензин,59,20,10,2567,с. Батайск,Постоянный клиент
26034091-f371-4485-8a91-f8a61f821ed0,Физическое лицо,Да,Нет,Нет,Бензин,40,43,5,3533,п. Томск,Постоянный клиент
720fd577-d12d-485a-882f-24237efdf856,Физическое лицо,Да,Да,Нет,Бензин,70,38,3,3549,д. Чермоз,Эко-клиент
ec7c8161-7f32-4982-81a1-c7b0153d443d,Физическое лицо,Да,Да,Нет,Бензин,44,25,3,1939,клх Сыктывкар,Экономный водитель
3d7cdc7f-52c0-4db7-a952-d5c364dd508b,Физическое лицо,Нет,Нет,Нет,Дизель,40,36,2,2367,с. Яхрома,Редкий клиент
b1cb12d7-3a7d-45d8-811c-596c42a3a642,Физическое лицо,Да,Нет,Нет,Дизель,62,41,8,3489,г. Жиганск,Постоянный клиент
d24c2ee4-c2a6-4a0b-b002-a5c2ee021abe,Физическое лицо,Да,Нет,Нет,Бензин,60,38,3,3831,д. Москва,Эко-клиент
1a7fb155-be39-45c5-8029-a55bdbdbc0ae,Физическое лицо,Да,Нет,Нет,Бензин,68,50,6,3892,клх Рославль,Постоянный клиент
b141a2c9-f56e-4e40-bd3a-6f51aaa454a1,Физическое лицо,Нет,Нет,Нет,Дизель,57,49,5,2589,п. Курган,Постоянный клиент
1eb72393-ef50-414f-91f7-950e95982832,Юридическое лицо,Нет,Да,Да,Газ,113,110,10,14002,ст. Йошкар-Ола,Грузоперевозчик
3221fe90-1a32-4919-bed8-5265cb1c51bc,Физическое лицо,Нет,Нет,Нет,Дизель,57,32,6,1925,к. Тамбей,Эко-клиент
1ce53395-3528-42a5-85fa-17e35b968d5b,Физическое лицо,Нет,Да,Нет,Бензин,50,30,3,3682,г. Чита,Эко-клиент
8eb446ac-f3c0-47dd-ab5d-dc4438e2416a,Физическое лицо,Да,Нет,Нет,Дизель,49,26,8,2205,к. Крымск,Постоянный клиент
7485157f-0244-46be-b213-feb68ba81d6b,Физическое лицо,Да,Нет,Нет,Бензин,65,35,4,3987,д. Змеиногорск,Постоянный клиент
e28f9fdb-c805-4f34-8a05-2bcd1ab33aa6,Физическое лицо,Да,Нет,Нет,Бензин,49,43,6,3830,клх Тайшет,Постоянный клиент
602e58b9-4608-41d7-bc78-b0343845a5d1,Физическое лицо,Нет,Нет,Нет,Дизель,61,27,2,1623,клх Забайкальск,Редкий клиент
787a5045-a1f4-4e1f-8add-b0aa5dff2828,Физическое лицо,Да,Нет,Нет,Дизель,44,38,4,3639,клх Чехов,Постоянный клиент
3a70da91-0fab-4aab-ae77-5e59dfd14cb8,Физическое лицо,Нет,Нет,Нет,Бензин,47,23,9,3505,ст. Кущевская,Постоянный клиент
3a13abd4-159b-4ec5-9cad-0e661749586c,Физическое лицо,Да,Нет,Нет,Бензин,52,46,4,3424,ст. Макаров,Постоянный клиент
ea94833b-7e41-43d4-a106-ef34859904d8,Физическое лицо,Да,Нет,Нет,Дизель,53,40,4,3624,клх Когалым,Постоянный клиент
da08c4bb-12ed-44f3-ab9d-c6729a092d63,Физическое лицо,Нет,Нет,Нет,Дизель,58,23,9,3459,ст. Усть-Баргузин,Постоянный клиент
84b6406d-b1c8-4bef-a9f0-bf05c3567642,Юридическое лицо,Нет,Нет,Да,Бензин,102,78,7,8537,д. Арзамас,Корпоративный автопарк
e184ab29-e051-4b2a-9b87-4a23291033d0,Физическое лицо,Нет,Нет,Нет,Бензин,50,37,9,3420,к. Кырен,Постоянный клиент
cc86c0ac-059d-4cd9-9725-ee73ce3a25e4,Физическое лицо,Да,Нет,Нет,Дизель,63,48,2,3054,п. Курганинск,Эко-клиент
eed3eb5c-01cc-49d0-a735-4d64a364f4d2,Физическое лицо,Да,Нет,Нет,Бензин,64,47,7,3486,с. Алагир,Постоянный клиент
11b2bc19-74b1-404e-9d29-b5b67b5ec4cc,Физическое лицо,Да,Нет,Нет,Бензин,67,45,6,2793,к. Серов,Постоянный клиент
cfeaa3b3-a9d9-42d4-9d60-9e27e24d4ad7,Физическое лицо,Да,Да,Нет,Бензин,64,35,9,3645,д. Анапа,Постоянный клиент
352a0a24-22a7-44cd-9d51-5a37bab57ebf,Физическое лицо,Нет,Да,Нет,Бензин,64,48,10,3900,ст. Таганрог,Постоянный клиент
d7decc8c-39fd-440a-b1dd-fda88483dc40,Физическое лицо,Да,Нет,Нет,Дизель,47,30,9,3200,п. Котельнич,Постоянный клиент
3f1f08df-6733-40a1-897e-bca1bc6787d6,Физическое лицо,Да,Нет,Нет,Дизель,59,23,10,3938,ст. Советский,Постоянный клиент
1c808517-eeff-49b6-875d-de0d7f0797eb,Физическое лицо,Да,Нет,Нет,Бензин,58,46,3,2087,ст. Тихвин,Эко-клиент
215af8db-06fc-4525-9c02-6dbdf7cdb30f,Физическое лицо,Да,Нет,Нет,Бензин,63,23,10,1510,клх Яр-Сале,Редкий клиент
028d12ae-9201-4c6d-b2ef-268522c604fe,Юридическое лицо,Нет,Да,Да,Газ,124,81,10,14594,ст. Холмогоры,Грузоперевозчик
de87a6da-ddf2-4a4e-9096-a2b2367a9763,Физическое лицо,Да,Нет,Нет,Бензин,56,47,8,2898,к. Тюмень,Постоянный клиент
2a6fc6d7-04bf-4962-9d49-6549b15e3ce3,Физическое лицо,Нет,Нет,Нет,Бензин,69,34,2,2470,г. Томари,Редкий клиент
78b2c1ac-c7a8-4b75-a656-d4386114a40b,Юридическое лицо,Нет,Да,Да,Газ,115,69,10,9162,ст. Азов (Рост.),Постоянный корпоративный клиент
fb9040b8-f4df-4c2d-bfef-5fd713a2bca9,Физическое лицо,Да,Да,Нет,Бензин,61,45,3,3258,ст. Сосногорск,Эко-клиент
30e99911-0ea4-4eaa-b72f-f08c84f6df35,Физическое лицо,Да,Нет,Нет,Бензин,60,34,6,1683,к. Шатура,Эко-клиент
2dab791e-5cbd-4281-a2f8-ef0d09d3c7be,Физическое лицо,Нет,Нет,Нет,Бензин,64,46,6,2409,п. Малоярославец,Постоянный клиент
af0d7c72-1f86-41a6-a6aa-ca945dad8c1f,Юридическое лицо,Нет,Да,Да,Дизель,145,84,14,7490,п. Муравленко,Постоянный корпоративный клиент
c7b5bfa9-e26b-4b8d-8685-75c2be43d91d,Юридическое лицо,Нет,Да,Да,Дизель,93,120,19,7492,ст. Туапсе,Постоянный корпоративный клиент
b40a85f7-d0cf-4f29-bdc2-ca20c9e5fa04,Физическое лицо,Нет,Нет,Нет,Бензин,66,27,8,3462,д. Игнашино,Постоянный клиент
51aa8c9d-2677-4da4-a662-d26bfa7c19ba,Юридическое лицо,Нет,Да,Да,Дизель,112,75,8,13939,г. Устюжна,Постоянный корпоративный клиент
957ebe83-4814-4ff5-b316-143de9f8784b,Юридическое лицо,Нет,Да,Да,Газ,143,85,8,14911,д. Усть-Ишим,Грузоперевозчик
2d774158-9a29-4b34-9eb4-49fc9a4077b6,Физическое лицо,Да,Нет,Нет,Дизель,54,26,4,1856,д. Витим,Экономный водитель
4853d5f7-6e9d-4001-afd1-f693a3ddfbe5,Юридическое лицо,Нет,Нет,Да,Газ,118,100,17,14462,д. Муравленко,Грузоперевозчик
d1335a96-dd8e-41d1-891e-f119c633c4d2,Физическое лицо,Да,Нет,Нет,Бензин,54,48,10,1999,ст. Льгов,Постоянный клиент
c428cfe8-3e15-4217-840f-a8cf1fa5ebc5,Физическое лицо,Да,Нет,Нет,Дизель,56,46,2,2837,ст. Верхнее Пенжино,Эко-клиент
ae1f788e-7e83-4987-88fc-ef8a31558613,Физическое лицо,Да,Нет,Нет,Дизель,66,25,2,2275,к. Урус-Мартан,Редкий клиент
9040c153-29ea-4608-9fc3-a83b5416ac4a,Физическое лицо,Нет,Нет,Нет,Дизель,49,28,10,3215,г. Нарым,Постоянный клиент
f2fac849-ee8f-40bc-ad20-5fd9e832d541,Физическое лицо,Да,Нет,Нет,Бензин,62,26,3,3815,г. Новомичуринск,Эко-клиент
6aa5af3d-f562-467b-8a88-13eee90dfe71,Физическое лицо,Нет,Нет,Нет,Бензин,52,44,10,2084,ст. Черусти,Постоянный клиент
9af563b8-ddd8-41a4-89de-3c08e53999a7,Физическое лицо,Да,Нет,Нет,Бензин,49,29,3,3572,клх Гаврилов-Ям,Эко-клиент
9fe1ebcf-8891-4c42-ba27-c374e3d6fe19,Юридическое лицо,Нет,Да,Да,Бензин,148,102,13,10559,к. Оленегорск (Якут.),Грузоперевозчик
35ec765b-7e25-48a1-9fa1-4400961d1196,Физическое лицо,Да,Да,Нет,Дизель,59,39,2,3274,клх Набережные Челны,Эко-клиент
5274335a-d8eb-4e59-9989-3adeb5ab44c1,Юридическое лицо,Нет,Да,Да,Бензин,137,93,13,10917,п. Сусуман,Грузоперевозчик
198c3c3f-ecb0-42e4-acb1-17e715e4ae04,Юридическое лицо,Да,Да,Да,Дизель,130,66,12,8734,д. Сарапул,Постоянный корпоративный клиент
ea77b129-4720-4902-8110-f2bccf80b52f,Физическое лицо,Нет,Нет,Нет,Бензин,49,40,7,2564,г. Волоколамск,Постоянный клиент
f525c343-f925-4ac8-ae94-045b35c9e090,Физическое лицо,Нет,Нет,Нет,Бензин,43,37,7,2089,к. Хасавюрт,Постоянный клиент
fea0d8b7-f1a6-47db-becd-2ce2dc829fdf,Физическое лицо,Нет,Нет,Нет,Дизель,59,21,6,2670,к. Саров (Морд.),Эко-клиент
932e7a75-11d6-4a6b-b8d1-532f08b078dc,Физическое лицо,Да,Нет,Нет,Дизель,56,41,7,1651,п. Шумиха,Постоянный клиент
b6479ded-15c5-4f3e-b4c2-1115c370d822,Физическое лицо,Нет,Нет,Нет,Бензин,48,31,2,2605,ст. Вендинга,Экономный водитель
1a242f16-671d-40c3-845a-842c65fb3c12,Физическое лицо,Да,Нет,Нет,Бензин,58,28,3,2032,д. Славгород,Экономный водитель
65403355-de9a-45f3-87b0-acf9fac3132b,Юридическое лицо,Нет,Да,Да,Дизель,94,66,6,11700,п. Белогорск (Амур.),Премиум-клиент
60a435a5-0db6-46fe-96bc-d15f6559a35b,Физическое лицо,Да,Нет,Нет,Бензин,41,28,6,1559,к. Ишим,Эко-клиент
cd506ea2-7005-4198-8252-bfd31a3c1671,Физическое лицо,Нет,Нет,Нет,Бензин,48,38,2,2353,д. Нижнекамск,Редкий клиент
bd6e8a09-dc31-468f-87a5-fc649228a7e4,Юридическое лицо,Нет,Да,Да,Дизель,128,90,15,13685,г. Кызыл,Грузоперевозчик
a4a05de1-7b09-4c49-8faa-5724c7454f65,Юридическое лицо,Нет,Да,Да,Газ,95,97,19,13492,ст. Ржев,Грузоперевозчик
8248997e-3ad4-4328-9b1a-50e39ec10b64,Юридическое лицо,Нет,Да,Да,Дизель,97,75,11,13932,п. Хабаровск,Постоянный корпоративный клиент
52b55309-8f0b-42ac-9848-341f5486031a,Юридическое лицо,Нет,Да,Да,Газ,116,99,8,7558,п. Приморско-Ахтарск,Постоянный корпоративный клиент
a458567f-9090-4fda-8434-d9d8c47c2e7e,Физическое лицо,Да,Нет,Нет,Бензин,53,20,7,2485,г. Североморск,Постоянный клиент
9a998653-f629-43e3-920a-b19d65050b64,Юридическое лицо,Нет,Да,Да,Бензин,150,61,15,13695,г. Тутаев,Постоянный корпоративный клиент
2d9ba496-d4e8-49c8-be43-4ddbb8312040,Физическое лицо,Нет,Нет,Нет,Дизель,40,39,6,1760,п. Щельяюр,Эко-клиент
dd8a02b4-2981-42f2-b790-a21864c20917,Юридическое лицо,Нет,Да,Да,Бензин,86,90,7,7274,п. Орехово-Зуево,Постоянный корпоративный клиент
61e1a6ec-2146-4e8c-8b8d-7867b1e22ea3,Юридическое лицо,Нет,Да,Да,Бензин,111,78,7,10730,с. Черняховск,Постоянный корпоративный клиент
9d8e8d94-bb4d-44e5-998c-caa81d013c4f,Физическое лицо,Нет,Нет,Нет,Дизель,67,32,7,1790,д. Березники,Постоянный клиент
8beb86f3-79ca-44a8-9bad-b003af290bcc,Физическое лицо,Да,Нет,Нет,Дизель,51,44,5,3242,с. Ростов-на-Дону,Постоянный клиент
3085fde8-e5f6-42d8-aeab-f086e79eeb49,Физическое лицо,Да,Нет,Нет,Бензин,50,41,4,3644,п. Махачкала,Постоянный клиент
6851f048-2191-4245-af2d-75d5458345f7,Физическое лицо,Нет,Да,Нет,Дизель,49,35,4,2001,д. Стерлитамак,Постоянный клиент
b23e1f52-b233-434f-bfdc-8a50f395ed24,Физическое лицо,Да,Нет,Нет,Бензин,52,26,5,3018,п. Двинской,Эко-клиент
7db317db-ee67-49fc-8f12-9bacfc40013e,Физическое лицо,Да,Нет,Нет,Бензин,60,49,2,2343,п. Каменск-Шахтинский,Редкий клиент
3c3af40d-6cc4-453b-b1de-ef9321d5ee06,Физическое лицо,Да,Нет,Нет,Дизель,41,29,4,3615,п. Курганинск,Эко-клиент
